XtID,tID,Gene_Symbol
X2730281,2730281,ODAM
X2540157,2540157,ODC1
X3109960,3109960,ODF1
X3190463,3190463,ODF2
X2421121,2421121,ODF2L
X3315487,3315487,ODF3
X3709647,3709647,ODF4
X4020655,4020655,ODZ1
X2839227,2839227,ODZ2
X2753440,2753440,ODZ3
X3383394,3383394,ODZ4
X2941287,2941287,OFCC1
X3969455,3969455,OFD1
X2999948,2999948,OGDH
X3288803,3288803,OGDHL
X3662041,3662041,OGFOD1
X3435653,3435653,OGFOD2
X3892941,3892941,OGFR
X2912980,2912980,OGFRL1
X2913013,2913013,OGFRL1
X2609904,2609904,OGG1
X3214800,3214800,OGN
X3981120,3981120,OGT
X3251566,3251566,OIT3
X2587618,2587618,OLA1
X3236505,3236505,OLAH
X3193725,3193725,OLFM1
X3849894,3849894,OLFM2
X2425652,2425652,OLFM3
X3319119,3319119,OLFML1
X3188883,3188883,OLFML2A
X2441043,2441043,OLFML2B
X2352804,2352804,OLFML3
X3918429,3918429,OLIG1
X3918369,3918369,OLIG2
X3444043,3444043,OLR1
X3214825,3214825,OMD
X3752241,3752241,OMG
X3624804,3624804,ONECUT1
X3789727,3789727,ONECUT2
X3789755,3789755,ONECUT2
X3789758,3789758,ONECUT2
X3789760,3789760,ONECUT2
X3789762,3789762,ONECUT2
X3789764,3789764,ONECUT2
X3789766,3789766,ONECUT2
X3789769,3789769,ONECUT2
X3789771,3789771,ONECUT2
X2658346,2658346,OPA1
X3865464,3865464,OPA3
X3301782,3301782,OPALIN
X4011189,4011189,OPHN1
X3158060,3158060,OPLAH
X3996142,3996142,OPN1LW
X3255938,3255938,OPN4
X2909540,2909540,OPN5
X2327659,2327659,OPRD1
X3135340,3135340,OPRK1
X3893947,3893947,OPRL1
X2932219,2932219,OPRM1
X3235726,3235726,OPTN
X3361531,3361531,OR10A3
X2900829,2900829,OR10C1
X3353867,3353867,OR10G4
X3395817,3395817,OR10G6
X2362270,2362270,OR10K1
X3416874,3416874,OR10P1
X2362282,2362282,OR10R3P
X3395811,3395811,OR10S1
X2947805,2947805,OR11A1
X3527390,3527390,OR11H4
X3218474,3218474,OR13C3
X3182894,3182894,OR13F1
X2465778,2465778,OR14A2
X3741374,3741374,OR1E1
X3645764,3645764,OR1F1
X3645730,3645730,OR1F2P
X3224321,3224321,OR1J1
X3188180,3188180,OR1N2
X3029498,3029498,OR2A2
X2390180,2390180,OR2AJ1
X2390259,2390259,OR2AK2
X2900910,2900910,OR2H2
X2900742,2900742,OR2J1
X2900750,2900750,OR2J3
X3220484,3220484,OR2K2
X2390243,2390243,OR2L13
X2390268,2390268,OR2L1P
X2390298,2390298,OR2L2
X2390307,2390307,OR2L3
X2390253,2390253,OR2L8
X2390355,2390355,OR2M4
X2390241,2390241,OR2T8
X2947681,2947681,OR2W1
X2890842,2890842,OR2Y1
X3819820,3819820,OR2Z1
X3741350,3741350,OR3A2
X3373122,3373122,OR4A5
X3330149,3330149,OR4C3
X3555196,3555196,OR4K14
X3527221,3527221,OR4Q2
X3330137,3330137,OR4X1
X3360505,3360505,OR51B2
X3318320,3318320,OR51B6
X3360287,3360287,OR51S1
X3318543,3318543,OR52E5
X3360687,3360687,OR52E8
X3318266,3318266,OR52J3
X3318115,3318115,OR52K2
X3360702,3360702,OR52L1
X3360675,3360675,OR52N1
X3373503,3373503,OR5AP2
X3374324,3374324,OR5B21
X3374293,3374293,OR5B3
X3373307,3373307,OR5F1
X2633112,2633112,OR5H14
X3330786,3330786,OR5L1
X2947774,2947774,OR5V1
X3373272,3373272,OR5W2
X3361225,3361225,OR6A2
X3416834,3416834,OR6C3
X3416779,3416779,OR6C68
X3416740,3416740,OR6C74
X2439358,2439358,OR6P1
X3395807,3395807,OR6T1
X3077244,3077244,OR6W1P
X3852953,3852953,OR7A5
X3852944,3852944,OR7C1
X3443068,3443068,OR7E140P
X3415289,3415289,OR7E47P
X3354095,3354095,OR8A1
X3373339,3373339,OR8J3
X3077214,3077214,OR9A2
X3373520,3373520,OR9G4
X2390162,2390162,OR9H1P
X3331686,3331686,OR9Q2
X3434888,3434888,ORAI1
X3016768,3016768,ORAI2
X3656665,3656665,ORAI3
X3380080,3380080,ORAOV1
X2594569,2594569,ORC2L
X2916390,2916390,ORC3L
X2580304,2580304,ORC4L
X3065963,3065963,ORC5L
X3658925,3658925,ORC6L
X3186137,3186137,ORM2
X2591942,2591942,ORMDL1
X3416977,3416977,ORMDL2
X3755934,3755934,ORMDL3
X3418436,3418436,OS9
X3374698,3374698,OSBP
X3942531,3942531,OSBP2
X2667809,2667809,OSBPL10
X2693217,2693217,OSBPL11
X3801621,3801621,OSBPL1A
X3892565,3892565,OSBPL2
X3041875,3041875,OSBPL3
X3359601,3359601,OSBPL5
X2517588,2517588,OSBPL6
X3760894,3760894,OSBPL7
X3462949,3462949,OSBPL8
X2336099,2336099,OSBPL9
X3870478,3870478,OSCAR
X2406735,2406735,OSCP1
X3555461,3555461,OSGEP
X2591906,2591906,OSGEPL1
X3671506,3671506,OSGIN1
X3106276,3106276,OSGIN2
X2807359,2807359,OSMR
X2545462,2545462,OST4
X3598267,3598267,OSTBETA
X3175119,3175119,OSTF1
X2968144,2968144,OSTM1
X2657967,2657967,OSTN
X2657979,2657979,OSTN
X3652011,3652011,OTOA
X2545200,2545200,OTOF
X3322368,3322368,OTOG
X2758602,2758602,OTOP1
X3734517,3734517,OTOP2
X3877809,3877809,OTOR
X3334137,3334137,OTUB1
X3549517,3549517,OTUB2
X3238901,3238901,OTUD1
X2323826,2323826,OTUD3
X2788195,2788195,OTUD4
X4007643,4007643,OTUD5
X3106539,3106539,OTUD6B
X2434233,2434233,OTUD7B
X2485112,2485112,OTX1
X3566176,3566176,OTX2
X3537401,3537401,OTX2OS1
X3449008,3449008,OVCH1
X3361420,3361420,OVCH2
X2427898,2427898,OVGP1
X3335571,3335571,OVOL1
X3899404,3899404,OVOL2
X3404222,3404222,OVOS
X3528805,3528805,OXA1L
X2855058,2855058,OXCT1
X2331511,2331511,OXCT2
X2550325,2550325,OXER1
X3521816,3521816,OXGR1
X2612625,2612625,OXNAD1
X2614517,2614517,OXSM
X2617579,2617579,OXSR1
X3874198,3874198,OXT
X2661992,2661992,OXTR
X3741769,3741769,P2RX1
X3439132,3439132,P2RX2
X3434760,3434760,P2RX4
X3741547,3741547,P2RX5
X3937900,3937900,P2RX6
X3434726,3434726,P2RX7
X2648305,2648305,P2RY1
X3820370,3820370,P2RY11
X2701081,2701081,P2RY12
X2701071,2701071,P2RY13
X2701033,2701033,P2RY14
X4011620,4011620,P2RY4
X3294159,3294159,P4HA1
X2875193,2875193,P4HA2
X2875257,2875257,P4HA2
X3381879,3381879,P4HA3
X2621881,2621881,P4HTM
X3417309,3417309,PA2G4
X3340066,3340066,PAAF1
X3146781,3146781,PABPC1
X3886660,3886660,PABPC1L
X4012470,4012470,PABPC1L2A
X3981539,3981539,PABPC1L2B
X3482112,3482112,PABPC3
X2407934,2407934,PABPC4
X3983537,3983537,PABPC5
X3529082,3529082,PABPN1
X3704638,3704638,PABPN1L
X2935311,2935311,PACRG
X2720732,2720732,PACRGL
X3335952,3335952,PACS1
X3554622,3554622,PACS2
X3554667,3554667,PACS2
X3554671,3554671,PACS2
X3554677,3554677,PACS2
X3554681,3554681,PACS2
X3554683,3554683,PACS2
X3554692,3554692,PACS2
X3554694,3554694,PACS2
X3554700,3554700,PACS2
X3554702,3554702,PACS2
X3554704,3554704,PACS2
X3554706,3554706,PACS2
X3554708,3554708,PACS2
X3554710,3554710,PACS2
X3554712,3554712,PACS2
X3554714,3554714,PACS2
X3554720,3554720,PACS2
X2904168,2904168,PACSIN1
X3962678,3962678,PACSIN2
X3371964,3371964,PACSIN3
X2322786,2322786,PADI1
X2398820,2398820,PADI2
X2322818,2322818,PADI3
X2322848,2322848,PADI4
X2322894,2322894,PADI6
X3861978,3861978,PAF1
X3706355,3706355,PAFAH1B1
X3350749,3350749,PAFAH1B2
X3863576,3863576,PAFAH1B3
X2402493,2402493,PAFAH2
X3142217,3142217,PAG1
X4008078,4008078,PAGE1
X3978706,3978706,PAGE5
X3468473,3468473,PAH
X2728189,2728189,PAICS
X2831209,2831209,PAIP2
X2559010,2559010,PAIP2B
X3382861,3382861,PAK1
X2894663,2894663,PAK1IP1
X2659577,2659577,PAK2
X3987228,3987228,PAK3
X3832830,3832830,PAK4
X3589756,3589756,PAK6
X3897280,3897280,PAK7
X3685329,3685329,PALB2
X2751066,2751066,PALLD
X3815116,3815116,PALM
X2348569,2348569,PALMD
X2822215,2822215,PAM
X3369442,3369442,PAMR1
X3457696,3457696,PAN2
X3483159,3483159,PAN3
X3299705,3299705,PANK1
X3874533,3874533,PANK2
X2886130,2886130,PANK3
X2392528,2392528,PANK4
X3344990,3344990,PANX1
X3950602,3950602,PANX2
X3272795,3272795,PAOX
X2817386,2817386,PAPD4
X3659931,3659931,PAPD5
X2800503,2800503,PAPD7
X3832805,3832805,PAPL
X3832826,3832826,PAPL
X3543539,3543539,PAPLN
X3550392,3550392,PAPOLA
X3036552,3036552,PAPOLB
X2484305,2484305,PAPOLG
X3186491,3186491,PAPPA
X3222521,3222521,PAPPA
X2368590,2368590,PAPPA2
X2780999,2780999,PAPSS1
X3256590,3256590,PAPSS2
X2774817,2774817,PAQR3
X3645477,3645477,PAQR4
X3599758,3599758,PAQR5
X2438016,2438016,PAQR6
X2402431,2402431,PAQR7
X2910218,2910218,PAQR8
X2699059,2699059,PAQR9
X3584740,3584740,PAR4
X3284596,3284596,PARD3
X2524016,2524016,PARD3B
X3665722,3665722,PARD6A
X3888835,3888835,PARD6B
X3795535,3795535,PARD6G
X3814791,3814791,PARD6G
X3288845,3288845,PARG
X2983142,2983142,PARK2
X2318736,2318736,PARK7
X2708229,2708229,PARL
X2731636,2731636,PARM1
X3681377,3681377,PARN
X2458773,2458773,PARP1
X3158011,3158011,PARP10
X3441011,3441011,PARP11
X3075932,3075932,PARP12
X2639054,2639054,PARP14
X3629567,3629567,PARP16
X3527418,3527418,PARP2
X2623388,2623388,PARP3
X3505781,3505781,PARP4
X3632037,3632037,PARP6
X2808748,2808748,PARP8
X2692060,2692060,PARP9
X2413879,2413879,PARS2
X2811145,2811145,PART1
X3320865,3320865,PARVA
X3947863,3947863,PARVB
X3948047,3948047,PARVG
X2607055,2607055,PASK
X3396726,3396726,PATE2
X3374746,3374746,PATL1
X3622050,3622050,PATL2
X3957816,3957816,PATZ1
X3463522,3463522,PAWR
X3879699,3879699,PAX1
X3260700,3260700,PAX2
X2600881,2600881,PAX3
X3071304,3071304,PAX4
X3205293,3205293,PAX5
X3368046,3368046,PAX6
X3368048,3368048,PAX6
X3368050,3368050,PAX6
X3368054,3368054,PAX6
X2571608,2571608,PAX8
X3080843,3080843,PAXIP1
X3292590,3292590,PBLD
X2976417,2976417,PBOV1
X2676219,2676219,PBRM1
X2949859,2949859,PBX2
X3189311,3189311,PBX3
X3855818,3855818,PBX4
X2436938,2436938,PBXIP1
X3378541,3378541,PC
X3175538,3175538,PCA3
X3293537,3293537,PCBD1
X2829589,2829589,PCBD2
X2487639,2487639,PCBP1
X3416036,3416036,PCBP2
X3924254,3924254,PCBP3
X2675801,2675801,PCBP4
X3498837,3498837,PCCA
X2644014,2644014,PCCB
X2644059,2644059,PCCB
X2878943,2878943,PCDH1
X2743800,2743800,PCDH10
X3983549,3983549,PCDH11X
X2878987,2878987,PCDH12
X3289948,3289948,PCDH15
X3491486,3491486,PCDH17
X4047493,4047493,PCDH18
X4015312,4015312,PCDH19
X3516228,3516228,PCDH20
X2722823,2722823,PCDH7
X3515109,3515109,PCDH8
X3516639,3516639,PCDH9
X2832115,2832115,PCDHA1
X2878538,2878538,PCDHA6
X2832423,2832423,PCDHB10
X2832431,2832431,PCDHB11
X2832439,2832439,PCDHB12
X2832447,2832447,PCDHB13
X2832459,2832459,PCDHB14
X2832499,2832499,PCDHB15
X2832392,2832392,PCDHB16
X2832363,2832363,PCDHB17
X2832467,2832467,PCDHB18
X2832325,2832325,PCDHB19P
X2832475,2832475,PCDHB19P
X2832477,2832477,PCDHB19P
X2832479,2832479,PCDHB19P
X2832493,2832493,PCDHB19P
X2832497,2832497,PCDHB19P
X2832297,2832297,PCDHB2
X2832310,2832310,PCDHB3
X2832315,2832315,PCDHB4
X2832355,2832355,PCDHB6
X2832378,2832378,PCDHB7
X2832387,2832387,PCDHB8
X2832403,2832403,PCDHB9
X2832533,2832533,PCDHGA1
X2502882,2502882,PCDP1
X3342525,3342525,PCF11
X2560195,2560195,PCGF1
X2714230,2714230,PCGF3
X3257670,3257670,PCGF5
X3304718,3304718,PCGF6
X3526378,3526378,PCID2
X3526425,3526425,PCID2
X3887165,3887165,PCIF1
X3890640,3890640,PCK1
X3529508,3529508,PCK2
X3059205,3059205,PCLO
X3059207,3059207,PCLO
X3059209,3059209,PCLO
X3059226,3059226,PCLO
X3059258,3059258,PCLO
X3059272,3059272,PCLO
X3059274,3059274,PCLO
X3059276,3059276,PCLO
X3059278,3059278,PCLO
X3059280,3059280,PCLO
X3059282,3059282,PCLO
X3059284,3059284,PCLO
X3059286,3059286,PCLO
X3059288,3059288,PCLO
X3059290,3059290,PCLO
X3059292,3059292,PCLO
X3059335,3059335,PCLO
X3059360,3059360,PCLO
X3087813,3087813,PCM1
X2930863,2930863,PCMT1
X3134922,3134922,PCMTD1
X3894047,3894047,PCMTD2
X3896200,3896200,PCNA
X2779146,2779146,PCNAP1
X2633930,2633930,PCNP
X3924573,3924573,PCNT
X3542689,3542689,PCNX
X2461037,2461037,PCNXL2
X2461222,2461222,PCNXL2
X3335404,3335404,PCNXL3
X3015682,3015682,PCOLCE
X2698996,2698996,PCOLCE2
X3848480,3848480,PCP2
X3921599,3921599,PCP4
X2363610,2363610,PCP4L1
X2868044,2868044,PCSK1
X4007550,4007550,PCSK1N
X3877892,3877892,PCSK2
X3845229,3845229,PCSK4
X3175274,3175274,PCSK5
X3611886,3611886,PCSK6
X3642200,3642200,PCSK6
X3350740,3350740,PCSK7
X3393200,3393200,PCSK7
X2337407,2337407,PCSK9
X3727712,3727712,PCTP
X2487696,2487696,PCYOX1
X2835021,2835021,PCYOX1L
X2712754,2712754,PCYT1A
X4003017,4003017,PCYT1B
X3063245,3063245,PDAP1
X2448336,2448336,PDC
X2704188,2704188,PDCD10
X3262198,3262198,PDCD11
X3161113,3161113,PDCD1LG2
X2986546,2986546,PDCD2
X3829751,3829751,PDCD2L
X3263944,3263944,PDCD4
X3829020,3829020,PDCD5
X2616317,2616317,PDCD6IP
X3629475,3629475,PDCD7
X3224341,3224341,PDCL
X2770023,2770023,PDCL2
X3358361,3358361,PDDC1
X2589017,2589017,PDE11A
X2625763,2625763,PDE12
X2590582,2590582,PDE1A
X3416651,3416651,PDE1B
X3044597,3044597,PDE1C
X3381150,3381150,PDE2A
X3407453,3407453,PDE3A
X3321512,3321512,PDE3B
X3820501,3820501,PDE4A
X2340529,2340529,PDE4B
X3854769,3854769,PDE4C
X2858134,2858134,PDE4D
X2431886,2431886,PDE4DIP
X2432412,2432412,PDE4DIP
X2783596,2783596,PDE5A
X2714132,2714132,PDE6B
X2603597,2603597,PDE6D
X3774096,3774096,PDE6G
X3406229,3406229,PDE6H
X3138464,3138464,PDE7A
X2926969,2926969,PDE7B
X3606034,3606034,PDE8A
X2816681,2816681,PDE8B
X3922793,3922793,PDE9A
X4049418,4049418,PDGFA
X4049429,4049429,PDGFA
X3961068,3961068,PDGFB
X2791197,2791197,PDGFC
X3389077,3389077,PDGFD
X2881239,2881239,PDGFRB
X3087703,3087703,PDGFRL
X3970833,3970833,PDHA1
X2678367,2678367,PDHB
X3326540,3326540,PDHX
X3642763,3642763,PDIA2
X3642765,3642765,PDIA2
X3591610,3591610,PDIA3
X2356680,2356680,PDIA3P
X3078435,3078435,PDIA4
X2639225,2639225,PDIA5
X2469529,2469529,PDIA6
X2540317,2540317,PDIA6
X2326286,2326286,PDIK1L
X2515707,2515707,PDK1
X3726211,3726211,PDK2
X3972025,3972025,PDK3
X3972063,3972063,PDK3
X3972065,3972065,PDK3
X3972067,3972067,PDK3
X3972069,3972069,PDK3
X3062082,3062082,PDK4
X3301218,3301218,PDLIM1
X3089535,3089535,PDLIM2
X2796951,2796951,PDLIM3
X2828441,2828441,PDLIM4
X2736322,2736322,PDLIM5
X3107342,3107342,PDP1
X3664952,3664952,PDP2
X3644973,3644973,PDPK1
X3645098,3645098,PDPK1
X3677046,3677046,PDPK1
X2321182,2321182,PDPN
X3667093,3667093,PDPR
X3902609,3902609,PDRG1
X2766588,2766588,PDS5A
X3484768,3484768,PDS5B
X3239891,3239891,PDSS1
X2967818,2967818,PDSS2
X3483093,3483093,PDX1
X3649492,3649492,PDXDC1
X7385546,7385546,PDXDC2
X3923257,3923257,PDXK
X3944873,3944873,PDXP
X3894906,3894906,PDYN
X2345707,2345707,PDZD11
X4011637,4011637,PDZD11
X2805232,2805232,PDZD2
X3352040,3352040,PDZD3
X4026757,4026757,PDZD4
X3303683,3303683,PDZD7
X3308619,3308619,PDZD8
X3684703,3684703,PDZD9
X2356425,2356425,PDZK1
X2682729,2682729,PDZRN3
X3411810,3411810,PDZRN4
X2363042,2363042,PEA15
X2361797,2361797,PEAR1
X3433796,3433796,PEBP1
X3127610,3127610,PEBP4
X3766796,3766796,PECAM1
X2939593,2939593,PECI
X2598606,2598606,PECR
X2404521,2404521,PEF1
X3013255,3013255,PEG10
X3872053,3872053,PEG3
X3842964,3842964,PEG3AS
X2556302,2556302,PELI1
X3537164,3537164,PELI2
X3336220,3336220,PELI3
X3742236,3742236,PELP1
X3747812,3747812,PEMT
X3136271,3136271,PENK
X3859026,3859026,PEPD
X3744150,3744150,PER1
X2605749,2605749,PER2
X2318656,2318656,PER3
X2976360,2976360,PERP
X3957445,3957445,PES1
X2789690,2789690,PET112L
X3061191,3061191,PEX1
X2392421,2392421,PEX10
X3638566,3638566,PEX11A
X2356205,2356205,PEX11B
X3848408,3848408,PEX11G
X3753690,3753690,PEX12
X2484422,2484422,PEX13
X2319881,2319881,PEX14
X3371303,3371303,PEX16
X2440117,2440117,PEX19
X3141346,3141346,PEX2
X3936442,3936442,PEX26
X2928874,2928874,PEX3
X3403299,3403299,PEX5
X2707045,2707045,PEX5L
X2954280,2954280,PEX6
X2927255,2927255,PEX7
X3709540,3709540,PFAS
X2878246,2878246,PFDN1
X2440612,2440612,PFDN2
X3889766,3889766,PFDN4
X3415915,3415915,PFDN5
X2903588,2903588,PFDN6
X2377094,2377094,PFKFB2
X3233605,3233605,PFKFB3
X2673312,2673312,PFKFB4
X3923632,3923632,PFKL
X3413344,3413344,PFKM
X3232349,3232349,PFKP
X3742400,3742400,PFN1
X2700585,2700585,PFN2
X2544219,2544219,PFN4
X3259817,3259817,PGAM1
X3048363,3048363,PGAM2
X4013422,4013422,PGAM4
X3439195,3439195,PGAM5
X2593407,2593407,PGAP1
X3317868,3317868,PGAP2
X3755820,3755820,PGAP3
X2900453,2900453,PGBD1
X2390518,2390518,PGBD2
X3588062,3588062,PGBD4
X2460189,2460189,PGBD5
X2953751,2953751,PGC
X3108226,3108226,PGCP
X2319802,2319802,PGD
X2871685,2871685,PGGT1B
X3982462,3982462,PGK1
X3824395,3824395,PGLS
X2339786,2339786,PGM1
X2723710,2723710,PGM2
X3381925,3381925,PGM2L1
X3173508,3173508,PGM5
X3207921,3207921,PGM5P1
X3824963,3824963,PGPEP1
X3824983,3824983,PGPEP1
X3641322,3641322,PGPEP1L
X3388365,3388365,PGR
X3988740,3988740,PGRMC1
X2785114,2785114,PGRMC2
X3736390,3736390,PGS1
X2895352,2895352,PHACTR1
X2928930,2928930,PHACTR2
X3891530,3891530,PHACTR3
X2327433,2327433,PHACTR4
X2327458,2327458,PHACTR4
X2827156,2827156,PHAX
X3761806,3761806,PHB
X3442396,3442396,PHB2
X3403981,3403981,PHC1
X2405469,2405469,PHC2
X2704894,2704894,PHC3
X2704944,2704944,PHC3
X2704946,2704946,PHC3
X3971451,3971451,PHEX
X2903673,2903673,PHF1
X2986084,2986084,PHF10
X3489481,3489481,PHF11
X3489521,3489521,PHF11
X3751184,3751184,PHF12
X2318398,2318398,PHF13
X2990043,2990043,PHF14
X2829337,2829337,PHF15
X3975893,3975893,PHF16
X2743315,2743315,PHF17
X3223687,3223687,PHF19
X3179975,3179975,PHF2
X3883547,3883547,PHF20
X3116535,3116535,PHF20L1
X3371339,3371339,PHF21A
X3963476,3963476,PHF21B
X3743464,3743464,PHF23
X2911944,2911944,PHF3
X3961955,3961955,PHF5A
X3991650,3991650,PHF6
X2623821,2623821,PHF7
X4009506,4009506,PHF8
X2354634,2354634,PHGDH
X2914546,2914546,PHIP
X2961816,2961816,PHIP
X4012299,4012299,PHKA1
X4001556,4001556,PHKA2
X3659156,3659156,PHKB
X3051907,3051907,PHKG1
X3656527,3656527,PHKG2
X3462816,3462816,PHLDA1
X3359461,3359461,PHLDA2
X2450855,2450855,PHLDA3
X3351564,3351564,PHLDB1
X2635856,2635856,PHLDB2
X2635906,2635906,PHLDB2
X2635977,2635977,PHLDB2
X3791482,3791482,PHLPP1
X3697746,3697746,PHLPP2
X3761725,3761725,PHOSPHO1
X2514497,2514497,PHOSPHO2
X2767159,2767159,PHOX2B
X3194810,3194810,PHPT1
X3315989,3315989,PHRF1
X2428699,2428699,PHTF1
X3010082,3010082,PHTF2
X3278198,3278198,PHYH
X3190796,3190796,PHYHD1
X3127385,3127385,PHYHIP
X3247977,3247977,PHYHIPL
X3103703,3103703,PI15
X3103719,3103719,PI15
X2905296,2905296,PI16
X3259978,3259978,PI4K2A
X2721777,2721777,PI4K2B
X3953701,3953701,PI4KA
X3953724,3953724,PI4KA
X3954331,3954331,PI4KA
X3953267,3953267,PI4KAP1
X3954086,3954086,PI4KAP2
X2434925,2434925,PI4KB
X3806525,3806525,PIAS2
X2356300,2356300,PIAS3
X3817256,3817256,PIAS4
X3493448,3493448,PIBF1
X3385175,3385175,PICALM
X3945180,3945180,PICK1
X2602653,2602653,PID1
X3629272,3629272,PIF1
X4000512,4000512,PIGA
X2444117,2444117,PIGC
X2551690,2551690,PIGF
X2714025,2714025,PIGG
X3569339,3569339,PIGH
X2418929,2418929,PIGK
X3711986,3711986,PIGL
X3712019,3712019,PIGL
X2439944,2439944,PIGM
X3811086,3811086,PIGN
X3204496,3204496,PIGO
X3931250,3931250,PIGP
X3643019,3643019,PIGQ
X2453006,2453006,PIGR
X3750740,3750740,PIGS
X3907290,3907290,PIGT
X3903481,3903481,PIGU
X2326707,2326707,PIGV
X3719150,3719150,PIGW
X2659560,2659560,PIGX
X2777412,2777412,PIGY
X2713095,2713095,PIGZ
X3867865,3867865,PIH1D1
X3301914,3301914,PIK3AP1
X3364759,3364759,PIK3C2A
X2452069,2452069,PIK3C2B
X3406880,3406880,PIK3C2G
X3786039,3786039,PIK3C3
X2653840,2653840,PIK3CA
X2697564,2697564,PIK3CB
X2319423,2319423,PIK3CD
X3018309,3018309,PIK3CG
X3957790,3957790,PIK3IP1
X2813060,2813060,PIK3R1
X3824838,3824838,PIK3R2
X2410470,2410470,PIK3R3
X2695200,2695200,PIK3R4
X3744680,3744680,PIK3R5
X3744630,3744630,PIK3R6
X2525272,2525272,PIKFYVE
X3015519,3015519,PILRA
X3015442,3015442,PILRB
X2905404,2905404,PIM1
X4007617,4007617,PIM2
X2341535,2341535,PIN1L
X3981371,3981371,PIN4
X2324097,2324097,PINK1
X2400210,2400210,PINK1
X2400218,2400218,PINK1
X3124180,3124180,PINX1
X3057979,3057979,PION
X3281068,3281068,PIP4K2A
X3755359,3755359,PIP4K2B
X3418303,3418303,PIP4K2C
X2358761,2358761,PIP5K1A
X3173673,3173673,PIP5K1B
X3846316,3846316,PIP5K1C
X2894036,2894036,PIP5K1P1
X3226208,3226208,PIP5KL1
X3715935,3715935,PIPOX
X4000560,4000560,PIR
X3745596,3745596,PIRT
X3957938,3957938,PISD
X3740304,3740304,PITPNA
X3956290,3956290,PITPNB
X3732230,3732230,PITPNC1
X3378895,3378895,PITPNM1
X3475926,3475926,PITPNM2
X3743071,3743071,PITPNM3
X3743074,3743074,PITPNM3
X3274173,3274173,PITRM1
X2781914,2781914,PITX2
X3437801,3437801,PIWIL1
X3089316,3089316,PIWIL2
X3955429,3955429,PIWIL3
X3345157,3345157,PIWIL4
X4011464,4011464,PJA1
X2870397,2870397,PJA2
X3676421,3676421,PKD1
X3049700,3049700,PKD1L1
X3701481,3701481,PKD1L2
X3697933,3697933,PKD1L3
X2735221,2735221,PKD2
X3303407,3303407,PKD2L1
X2830504,2830504,PKD2L2
X2478682,2478682,PKDCC
X2956904,2956904,PKHD1
X3111561,3111561,PKHD1L1
X3104260,3104260,PKIA
X2923868,2923868,PKIB
X3886532,3886532,PKIG
X2437363,2437363,PKLR
X3677315,3677315,PKMYT1
X3822723,3822723,PKN1
X2345617,2345617,PKN2
X3190683,3190683,PKN3
X3922975,3922975,PKNOX1
X3354535,3354535,PKNOX2
X2374604,2374604,PKP1
X3450234,3450234,PKP2
X2511820,2511820,PKP4
X2638077,2638077,PLA1A
X2781714,2781714,PLA2G12A
X3666124,3666124,PLA2G15
X3376529,3376529,PLA2G16
X2400027,2400027,PLA2G2A
X2400067,2400067,PLA2G2C
X2400009,2400009,PLA2G2E
X2323882,2323882,PLA2G2F
X2372211,2372211,PLA2G4A
X3866845,3866845,PLA2G4C
X3620380,3620380,PLA2G4D
X3620323,3620323,PLA2G4E
X3620421,3620421,PLA2G4F
X2323847,2323847,PLA2G5
X3960388,3960388,PLA2G6
X2955827,2955827,PLA2G7
X2583374,2583374,PLA2R1
X3202171,3202171,PLAA
X4022714,4022714,PLAC1
X3847225,3847225,PLAC2
X3932917,3932917,PLAC4
X2879900,2879900,PLAC8L1
X3136178,3136178,PLAG1
X3902682,3902682,PLAGL2
X3133233,3133233,PLAT
X3252036,3252036,PLAU
X3864551,3864551,PLAUR
X2475042,2475042,PLB1
X2475116,2475116,PLB1
X3445544,3445544,PLBD1
X3432754,3432754,PLBD2
X3619326,3619326,PLCB2
X3334372,3334372,PLCB3
X3875908,3875908,PLCB4
X2669488,2669488,PLCD1
X3759587,3759587,PLCD3
X2527895,2527895,PLCD4
X3258477,3258477,PLCE1
X3885537,3885537,PLCG1
X3670918,3670918,PLCG2
X2701807,2701807,PLCH1
X2701890,2701890,PLCH1
X2316605,2316605,PLCH2
X2521574,2521574,PLCL1
X2612813,2612813,PLCL2
X2635812,2635812,PLCXD2
X2635847,2635847,PLCXD2
X2854976,2854976,PLCXD3
X3446355,3446355,PLCZ1
X2705445,2705445,PLD1
X3707214,3707214,PLD2
X3833443,3833443,PLD3
X3554496,3554496,PLD4
X2463567,2463567,PLD5
X3747638,3747638,PLD6
X3592484,3592484,PLDN
X3157901,3157901,PLEC
X2486811,2486811,PLEK
X3268274,3268274,PLEKHA1
X3094925,3094925,PLEKHA2
X2517737,2517737,PLEKHA3
X3867458,3867458,PLEKHA4
X3407096,3407096,PLEKHA5
X2451958,2451958,PLEKHA6
X3364525,3364525,PLEKHA7
X2995189,2995189,PLEKHA8
X3451988,3451988,PLEKHA9
X3339971,3339971,PLEKHB1
X2505957,2505957,PLEKHB2
X3828067,3828067,PLEKHF1
X3107828,3107828,PLEKHF2
